Company Name,Latitude,Longitude,Address,City,State,Country,Industry,Revenue,Website,Phone,Email,Potential,Company Type,Product Category,Product Name,Employee,Employee Details
Forestar International P Ltd,30.900965,75.8572758,"Ludhiana, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,Not Available,Not Available,Not Available,"150000.0, 168000.0",Exporter,"""knit""","""Apparel exports""",,
Inditex Textile Processors,11.1100942,77.3495315,"No. 52, Process Server Street, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,-9994912254,Not Available,"417864.8, 0.0",Service Provider,"""knit""","""Fabric dyeing and processing""",,
Oswal Dyeing-Ludhiana,30.896913,75.877343,"Plot No. 408, Industrial Area-A, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,Not Available,-2223917,Not Available,"10446620.0, 0.0",Service Provider,"""knit""","""Wool dyeing, fabric dyeing services""",,
Pawan Dyeing-Ludhiana,30.8877426,75.8843106,"B-XXIX-1017, G.T. Road, Sherpur, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,Not Available,-9814030525,Not Available,"9401958.0, 0.0",Service Provider,"""knit""","""Textile processing, dyeing services""",,
Divyaar Process,11.1130359,77.3431408,"Tirupur Industrial Estate, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"626797.2, 522331.0",Service Provider,"""knit""","""Fabric processing""",,
Raagam Colours,11.05276,77.3585676,"Veerapandi, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"261165.5, 208932.4",Service Provider,"""knit""","""Fabric dyeing""",,
Micro Colour makers,11.0425644,77.3123396,"Arulpuram, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"208932.4, 156699.3",Service Provider,"""knit""","""Textile dyeing""",,
Cotton Blossom India Pvt Ltd,11.0729147,77.3403483,"S.F. No. 256/1, Palladam Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,http://www.cottonblossom.in,-3030330,info@cottonblossom.in,"470097.89999999997, 365631.7",Manufacturer,"""knit""","""Eco-friendly ""Garment"", organic cotton apparel""",,
Point Textile Knits TPR,11.1420033,77.3444569,"P.N. Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"313398.6, 261165.5",Manufacturer,"""knit""","""Knitted fabrics""",,
Shakthi Knitting,11.0992545,77.4400774,"Muthalipalayam, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,http://www.shakthiknitting.com,-2260330,info@shakthiknitting.com,"626797.2, 522331.0",Manufacturer,"""knit""","""Innerwear, sportswear (Roopa Brand supplier)""",,
Kongoor Textiles,11.1243543,77.330369,"Avinashi Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"313398.6, 261165.5",Manufacturer,"""knit""","""Knitted fabrics""",,
Paragon Knits Limited,30.879605,75.9158386,"D-96, Phase V, Focal Point, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,http://www.paragonknits.com,-2671181,info@paragonknits.com,"288000.0, 182000.0",Manufacturer,"""knit""","""Knitted fabrics""",,
P.C Coloursoft,30.8996687,75.8764518,"Industrial Area, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,Not Available,Not Available,Not Available,"156000.0, 170000.0",Service Provider,"""knit""","""Dyeing and chemical washing""",,
"Sonia Textiles,Faridabad",28.3425911,77.3048322,"Plot No. 9, Sector 25, Faridabad, Faridabad, Haryana, India",Faridabad,Haryana,India,Textile,,Not Available,-4062260,Not Available,"0.0, 417864.8",Manufacturer,"""knit""","""Fabrics, textile dyeing""",,
Durai Process ,11.4470564,77.6839768,"Bhavani, Erode, Tamil Nadu, India",Erode,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"104466.2, 104466.2",Service Provider,"""knit""","""Fabric processing""",,
"SPL Knits,faridabad",28.3620815,77.3202746,"Plot No. 21, Sector 6, Faridabad, Faridabad, Haryana, India",Faridabad,Haryana,India,Textile,,https://www.splindustries.com,-2240449,admin@splindustries.com,"0.0, 783496.5",Manufacturer,"""knit""","""Knitted fabrics, readymade ""Garment"", sportswear""",,
Jay Jay Mills,11.0878947,77.3340061,"10, K.V.R. Nagar, Karuvampalayam, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,http://www.jayjaymills.com,-2204774,info@jayjaymills.com,"626797.2, 522331.0",Manufacturer,"""knit""","""Infant wear, knitted ""Garment"" (Major Exporter)""",,
Thangamman Process,11.0924648,77.3123396,"Andipalayam, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"470097.89999999997, 365631.7",Service Provider,"""knit""","""Fabric processing""",,
GMS Process,11.1348437,77.3426353,"Perumanallur Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,http://www.gmsprocess.com,-2490329,info@gmsprocess.com,"626797.2, 522331.0",Service Provider,"""knit""","""Fabric dyeing, finishing""",,
Carona Knit Wear,11.1111679,77.3410942,"Harvey Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,-2202552,Not Available,"208932.4, 156699.3",Manufacturer,"""knit""","""Hosiery, knitted wear""",,
South Suriya Hi tech Apparals,11.0988674,77.3924355,"Kangayam Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"208932.4, 156699.3",Manufacturer,"""knit""","""High-tech apparel manufacturing""",,
Magaarani,11.0768662,77.3414274,"Palladam Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"626797.2, 522331.0",Manufacturer,"""knit""","""Apparel manufacturing""",,
LOVELY UDYOG,30.887551,75.8606577,"Industrial Area B, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,Not Available,Not Available,Not Available,"150000.0, 170000.0",Manufacturer,"""knit""","""Textile machinery parts / Fasteners""",,
Kothari Processors Pvt. Ltd,22.5802167,88.3905869,"Kankurgachi, Kolkata, West Bengal, India",Kolkata,West Bengal,India,Textile,,http://www.kothariprocessors.com,-23201053,info@kothariprocessors.com,"282000.0, 176000.0",Service Provider,"""knit""","""Fabric bleaching, dyeing, printing""",,
Kudu Knit,30.9430991,75.8857621,"Village Bajra, Rahon Road, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,http://www.kuduknit.com,-2634514,info@kuduknit.com,"282000.0, 176000.0",Manufacturer,"""knit""","""Knitted fabrics, polar fleece, plush fabrics""",,
Kpr Mills Ltd,11.1140322,77.3357825,"Indira Nagar, Avinashi Road, Coimbatore / Tirupur, Tamil Nadu, India",Coimbatore / Tirupur,Tamil Nadu,India,Textile,,https://www.kprmilllimited.com,-2208108,corporate@kprmill.com,"1305827.5, 1305827.5",Manufacturer,"""knit""","""Yarn, knitted fabric, ""Garment"" (Faso brand)""",,
Manglam Ventures,28.3615335,77.3194143,"Sector 6, Faridabad, Haryana, India",Faridabad,Haryana,India,Textile,,Not Available,Not Available,Not Available,"150000.0, 164000.0",Manufacturer,"""knit""","""Knitwear exports""",,
S.C.M. Textile Processing Mills ,11.1243543,77.330369,"Avinashi Road, Tirupur / Erode, Tamil Nadu, India",Tirupur / Erode,Tamil Nadu,India,Textile,,http://www.thechennaisilks.com,-2243218,"info@scm""Garment"".com","1566993.0, 1566993.0",Service Provider,"""knit""","""Fabric processing (SCM Group/Chennai Silks)""",,
"Shahi Dyeing,Ballabhgarh",28.3529347,77.3211902,"Sector 24, Industrial Area, Ballabgarh, Haryana, India",Ballabgarh,Haryana,India,Textile,,https://www.shahi.co.in,-4284038,info@shahi.co.in,"294000.0, 186000.0",Service Provider,"""knit""","""Fabric dyeing, ""Garment"" dyeing (Unit of Shahi Exports)""",,
"Ginni Filament,Kosi",27.828958,77.4523155,"110 KM Stone, Delhi-Mathura Road, Kosi Kalan, Kosi Kalan, Uttar Pradesh, India",Kosi Kalan,Uttar Pradesh,India,Textile,,https://ginnifilaments.com,-237997,secretarial@ginnifilaments.com,"294000.0, 182000.0",Manufacturer,"""knit""","""Cotton yarn, non-woven fabrics, wet wipes""",,
"Gupta Exim,Delhi NCR",28.436485,77.308249,"Plot No. 1, Sector 27A, Faridabad, Faridabad, Haryana, India",Faridabad,Haryana,India,Textile,,https://guptaexim.com,-4196638,info@guptaexim.com,"294000.0, 186000.0",Manufacturer / Exporter,"""knit""","""Ladies wear, kids wear, high fashion ""Garment""""",,
P I COTEX -Ludhiana,30.879605,75.9158386,"C-172, Phase V, Focal Point, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,http://www.picotex.com,-2672548,info@picotex.com,"10446620.0, 0.0",Manufacturer,"""knit""","""Knitted ""Garment"", t-shirts, lowers""",,
Adinath Textiles-Ludhiana,30.8820454,75.9495021,"Village Bholapur, P.O. Sahabana, Chandigarh Road, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,http://www.adinathtextiles.com,-2685340,atl@shreyansgroup.com,"13058275.0, 0.0",Manufacturer,"""knit""","""Acrylic yarn, blended yarn, fancy yarn""",,
Ekta Dyeing-Ludhiana,30.8522449,75.891416,"Plot No. 896/3, Street No. 3, Geeta Colony, Rahon Road, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,Not Available,-2634403,Not Available,"13058275.0, 0.0",Service Provider,"""knit""","""Fabric dyeing, finishing""",,
A. K. Textiles,30.946705,75.8499256,"Bahadur Ke Road, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,Not Available,-2704514,Not Available,"150000.0, 168000.0",Manufacturer,"""knit""","""Knitted fabrics, shawls""",,
Mahaveer Dyeing-Ludhiana,30.946705,75.8499256,"Bahadur Ke Road, Near Jalandhar Bye Pass, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,Not Available,-9814095475,Not Available,"10446620.0, 0.0",Service Provider,"""knit""","""Textile dyeing services, bleaching""",,
Sukartik-Ludhiana,30.928099,75.866144,"B-24/2985, Sunder Nagar, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,http://www.sukartik.com,-2606114,info@sukartik.com,"9401958.0, 0.0",Manufacturer / Exporter,"""knit""","""Knitted ""Garment"", thermals, sportswear""",,
Yogi Dyeing-Ludhiana,30.8967977,75.8772958,"Plot No. 445, Industrial Area-A, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,Not Available,-5085515,Not Available,"10446620.0, 0.0",Service Provider,"""knit""","""Fabric dyeing, textile finishing""",,
K Jain Dyeing-Ludhiana,30.9498166,75.8843271,"Rahon Road, Village Bajra, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,Not Available,Not Available,Not Available,"7834965.0, 0.0",Service Provider,"""knit""","""Yarn dyeing, fabric dyeing""",,
Gunno Knits,30.9235264,75.868908,"Sunder Nagar, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,http://www.gunnoknits.com,-2601888,gunno@gunnoknits.com,"282000.0, 176000.0",Manufacturer,"""knit""","""Woolen knitwear, pullovers, cardigans""",,
G Sons-Ludhiana,30.8726216,75.9117784,"G.T. Road, Near Dhandari Kalan Railway Station, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,https://www.gsons.in,-2670424,info@gsons.in,"10968951.0, 0.0",Manufacturer,"""knit""","""Readymade ""Garment"", knitwear""",,
Velan Dyeing,11.1478941,77.3458126,"Boyampalayam, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,-2241441,Not Available,"208932.4, 156699.3",Service Provider,"""knit""","""Textile dyeing""",,
Thai international,11.1086503,77.3314855,"College Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,-2242552,Not Available,"261165.5, 208932.4",Exporter,"""knit""","""Knitted ""Garment""""",,
Sri Ambal Dyeing,11.05276,77.3585676,"Veerapandi, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"652913.75, 522331.0",Service Provider,"""knit""","""Textile dyeing""",,
Victus Dyeing,11.1348437,77.3426353,"Perumanallur Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,http://www.victusdyeing.com,-4340330,admin@victusdyeing.com,"1305827.5, 1044662.0",Service Provider,"""knit""","""Fabric dyeing, finishing""",,
Danavarshini Exports,11.1086503,77.3314855,"College Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,https://www.danavarshiniexports.com,-2244774,info@danavarshiniexports.com,"313398.6, 261165.5",Exporter,"""knit""","""Knitted ""Garment"", kids wear""",,
Lucky Colours,11.1085242,77.3410656,"Mannari, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"313398.6, 261165.5",Service Provider,"""knit""","""Textile dyeing""",,
Nector Crafts,11.0988674,77.3924355,"Kangayam Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"313398.6, 261165.5",Manufacturer,"""knit""","""Apparel manufacturing""",,
Aviram Process,11.1155014,77.3850169,"Kasipalayam, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,-2211441,Not Available,"156699.3, 104466.2",Service Provider,"""knit""","""Fabric processing""",,
Emperor Textiles,11.1418005,77.3310067,"Angeripalayam, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,https://www.emperortextiles.com,-2479218,info@emperortextiles.com,"261165.5, 208932.4",Manufacturer,"""knit""","""Knitted fabrics, ""Garment""""",,
Point Knit Exports,11.1243543,77.330369,"Avinashi Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,-2203663,Not Available,"261165.5, 208932.4",Exporter,"""knit""","""Hosiery ""Garment""""",,
Indian Stitches,11.1602844,77.3740732,"Neruperichal, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,https://www.indianstitches.com,-4242754,info@indianstitches.com,"626797.2, 522331.0",Manufacturer,"""knit""","""Knitwear, apparel""",,
Evergreen,11.1424982,77.3311444,"Angeripalayam Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,-2475885,Not Available,"313398.6, 261165.5",Exporter,"""knit""","""Knitted ""Garment""""",,
Shyam Indofab,20.928162,79.003115,"Butibori MIDC, Nagpur, Maharashtra, India",Nagpur,Maharashtra,India,Textile,,http://www.shyamindofab.com,-272568,info@shyamindofab.com,"282000.0, 176000.0",Manufacturer,"""knit""","""Cotton yarn, fabrics""",,
MP Shan Tex,11.1085242,77.3410656,"Tirupur, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"150000.0, 174000.0",Manufacturer,"""knit""","""Knitwear""",,
Krishna hosiery,19.017768,72.8290675,"396, Veer Savarkar Marg, Prabhadevi, Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,Textile,,Not Available,Not Available,Not Available,"4700979.0, 0.0",Manufacturer,"""knit""","""Knitted fabrics, hosiery ""Garment""""",,
Suditi Industries,19.0830549,73.0240648,"C-253/254, MIDC, TTC Indl. Area, Pawne Village, Turbhe, Navi Mumbai, Maharashtra, India",Navi Mumbai,Maharashtra,India,Textile,,https://suditi.in,-67368531,cs@suditi.in,"13058275.0, 0.0",Manufacturer,"""knit""","""Knitted fabrics, ready-made ""Garment"", retail apparel""",,
Blue Blends,19.110608,72.832553,"Juhu Scheme, Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,Textile,,http://www.blueblends.com,-26231042,info@blueblends.com,"288000.0, 186000.0",Manufacturer,"""knit""","""Denim fabrics""",,
Global Textile ,11.0768662,77.3414274,"Palladam Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,-2216996,Not Available,"208932.4, 156699.3",Manufacturer,"""knit""","""Knitted fabrics""",,
In Time Textile Process,11.1085242,77.3410656,"SIDCO Industrial Estate, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,-2219218,Not Available,"417864.8, 313398.6",Service Provider,"""knit""","""Fabric processing""",,
Siruba Colours,11.0425644,77.3123396,"Arulpuram, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"208932.4, 156699.3",Service Provider,"""knit""","""Textile dyeing""",,
Parvathy Dyeing,11.05276,77.3585676,"Veerapandi, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"470097.89999999997, 365631.7",Service Provider,"""knit""","""Fabric dyeing""",,
Bhoomi,22.9921815,72.5705126,"Piplaj Road, Narol, Ahmedabad, Gujarat, India",Ahmedabad,Gujarat,India,Textile,,Not Available,-25718876,Not Available,"15669930.0, 12535944.0",Service Provider,"""knit""","""Textile processing, dyeing (Bhoomi Textile)""",,
Perfect Kniters,11.1085242,77.3410656,"Tirupur / Mumbai, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,http://www.perfectknitters.com,-2212552,info@perfectknitters.com,"294000.0, 182000.0",Manufacturer,"""knit""","""Knitted ""Garment""""",,
Poppys Art,11.1085242,77.3410656,"33, M.P. Nagar, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,http://www.poppysknitwear.com,-4322552,info@poppysknitwear.com,"313398.6, 261165.5",Manufacturer,"""knit""","""Knitted apparel (Poppys Group)""",,
YOUNGMAN DYEING,30.9315106,75.8710619,"Rahon Road, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,Not Available,Not Available,Not Available,"150000.0, 168000.0",Service Provider,"""knit""","""Textile dyeing""",,
Scientific Knits,30.8859334,75.9301748,"Phase VIII, Focal Point, Ludhiana, Punjab, India",Ludhiana,Punjab,India,Textile,,Not Available,-4645625,info@rainbowscientific.com,"156000.0, 170000.0",Service Provider,"""knit""","""Textile dyeing, knitted fabric processing (Rainbow Scientific)""",,
Pasupati Textile,28.6505331,77.230337,"Chandni Chowk, New Delhi, Delhi, India",New Delhi,Delhi,India,Textile,,Not Available,Not Available,Not Available,"144000.0, 182000.0",Trader,"""knit""","""Fabrics""",,
Precise Seamless Apparels Pvt. Ltd,28.7173673,77.0960373,"Rithala, New Delhi, Delhi, India",New Delhi,Delhi,India,Textile,,http://www.preciseseamless.com,-27045475,info@preciseseamless.com,"282000.0, 186000.0",Manufacturer,"""knit""","""Seamless knitwear, activewear""",,
Sathya Process,11.0985987,77.3207291,"Mangalam Road, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"470097.89999999997, 156699.3",Service Provider,"""knit""","""Fabric processing""",,
Oskar Process,11.1478941,77.3458126,"Boyampalayam, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,Not Available,Not Available,"156699.3, 104466.2",Service Provider,"""knit""","""Fabric dyeing""",,
Deepthy Dyeing,11.0992545,77.4400774,"Muthalipalayam, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,Not Available,-2268107,Not Available,"208932.4, 156699.3",Service Provider,"""knit""","""Fabric dyeing""",,
Tube Knit Fashion,11.0878688,77.3339171,"K.V.R. Nagar, Karuvampalayam, Tirupur, Tamil Nadu, India",Tirupur,Tamil Nadu,India,Textile,,http://www.tubeknit.com,-2220330,info@tubeknit.com,"208932.4, 156699.3",Manufacturer,"""knit""","""Knitted ""Garment"", fashion apparel""",,
